Disease,Text Pattern
jellyfish_sting,Skin around the sting is tender
jellyfish_sting,I have a ringing in my ears
jellyfish_sting,My stomach is cramping up
jellyfish_sting,The sting area is pulsating
jellyfish_sting,I feel disoriented and confused
jellyfish_sting,The skin is peeling around the sting
jellyfish_sting,I'm experiencing chest tightness
jellyfish_sting,The sting is causing muscle spasms
jellyfish_sting,I'm feeling dehydrated
jellyfish_sting,I have a metallic smell in my nose
jellyfish_sting,Tingling sensation is spreading
jellyfish_sting,I feel like i'm burning up
jellyfish_sting,I'm having trouble concentrating
jellyfish_sting,The sting site is twitching
jellyfish_sting,I feel a crawling sensation on my skin
jellyfish_sting,My body feels heavy and sluggish
jellyfish_sting,I'm experiencing a pinsandneedles sensation
kidney_stone,"Doctor, it feels like someone is stabbing me in the side"
kidney_stone,I have this intense pain in my back that won't go away
kidney_stone,"I thought i had a stomach ache, but the pain moved to my groin"
kidney_stone,"The pain comes and goes, but when it's there, it's unbearable"
kidney_stone,"I feel nauseous all the time, and my back hurts too"
kidney_stone,"It's like a sharp, cramping pain that radiates down my leg"
kidney_stone,I can't find a comfortable position to ease the pain
kidney_stone,"I passed out from the pain, and now i'm scared it will happen again"
kidney_stone,The pain is worse when i try to urinate
kidney_stone,It feels like something is tearing inside me
kidney_stone,"I have this constant urge to pee, but hardly anything comes out"
kidney_stone,"The pain is so bad, i can't even focus on anything else"
kidney_stone,I've never felt such a sharp pain in my life
kidney_stone,It's like a dull ache that suddenly turns into a sharp pain
kidney_stone,"My stomach feels bloated, and the pain is excruciating"
kidney_stone,The pain is like a cramp that won't go away
kidney_stone,I can't sleep because the pain keeps waking me up
kidney_stone,The pain is making me sweat and feel dizzy
kidney_stone,"I feel like i have to pee all the time, but nothing happens"
kidney_stone,The pain is like a constant pressure in my lower abdomen
kidney_stone,I feel like i'm being stabbed with a knife
kidney_stone,I can't breathe properly because of the pain
kidney_stone,"The pain comes in waves, and each wave is worse than the last"
kidney_stone,"I feel like something is stuck in my side, and it's throbbing"
kidney_stone,"The pain is so intense, i can't even stand up straight"
kidney_stone,I have this burning sensation when i urinate
kidney_stone,It's like my insides are being twisted and pulled apart
kidney_stone,The pain is making me feel weak and lightheaded
kidney_stone,I'm afraid to eat because the pain gets worse after
kidney_stone,The pain is like a constant cramp that won't go away
kidney_stone,I can't even bend over without feeling like i'm being ripped apart
kidney_stone,The pain is radiating from my back to my lower abdomen
kidney_stone,"It's like a sharp, shooting pain that takes my breath away"
kidney_stone,I feel like i'm going to pass out from the pain
kidney_stone,"The pain is so severe, i can't even talk properly"
kidney_stone,I have this constant urge to vomit because of the pain
kidney_stone,"The pain is unbearable, like nothing i've ever experienced"
kidney_stone,It feels like someone is squeezing my side with all their strength
kidney_stone,I can't even think straight because of the pain
kidney_stone,The pain is like a constant ache that never goes away
kidney_stone,"I feel like something is moving inside me, causing the pain"
kidney_stone,I have this sharp pain that shoots down my leg
kidney_stone,"The pain is so intense, i can't even sit still"
kidney_stone,It's like a stabbing pain that won't let up
kidney_stone,I feel like my insides are being crushed
kidney_stone,The pain is like a burning fire in my stomach
kidney_stone,I feel like i'm being torn apart from the inside
kidney_stone,The pain is like a sharp knife twisting in my side
kidney_stone,"I'm in so much pain, i can't even concentrate on anything else"
kidney_stone,"It feels like there's a rock stuck in my side, causing the pain"
laceration,I accidentally cut my finger while cooking it's deep and won't stop bleeding
laceration,I fell and now there's a long gash on my arm that's painful
laceration,My child scraped their knee playing outside and it looks red and swollen
laceration,"I got a deep cut on my leg from a sharp object, it's throbbing"
laceration,I was gardening and cut my hand on a sharp tool it's stinging and won't close
laceration,I have a laceration on my forehead from hitting my head it's bleeding a lot
laceration,"I sliced my finger on a piece of glass, it's really tender to touch"
laceration,I tripped and got a cut on my knee that's oozing pus
laceration,I was trimming bushes and got a deep cut on my hand it's swollen and warm
laceration,I have a laceration on my foot from stepping on broken glass it's hard to walk
laceration,I was cooking and accidentally cut my thumb it's deep and won't stop bleeding
laceration,I slipped and cut my palm on the edge of a table it's painful and swollen
laceration,"My cat scratched me, and now there's a deep cut on my arm that's throbbing"
laceration,I was hiking and got a laceration on my leg from a sharp rock it's oozing
laceration,I have a deep cut on my finger from handling sharp objects it's tender and red
laceration,I fell off my bike and got a cut on my elbow that's stinging
laceration,I accidentally cut my hand while opening a can it's bleeding profusely
laceration,My child fell on the playground and has a cut on their knee that's swollen
laceration,I was fixing something and cut my finger on a sharp edge it's throbbing
laceration,I have a laceration on my wrist from a kitchen knife it's deep and painful
laceration,I bumped into a sharp corner and now have a cut on my forehead that's bleeding
laceration,I was playing with broken glass and got a deep cut on my hand it's sensitive
laceration,I tripped on a rock and have a cut on my knee that's oozing pus
laceration,I accidentally sliced my finger while cooking it's swollen and tender
laceration,My child got a laceration on their foot from a bike accident it's hard for them to walk
laceration,I was gardening and cut my hand on a rusty tool it's red and warm
laceration,I have a deep cut on my palm from handling sharp objects it's painful and swollen
laceration,I slipped and cut my arm on a jagged edge it's stinging and oozing
laceration,"My cat bit me, and now there's a deep cut on my hand that's throbbing"
laceration,I was hiking and got a laceration on my leg from a sharp branch it's bleeding
laceration,I have a deep cut on my finger from a broken glass it's tender and red
laceration,I fell off the stairs and got a cut on my knee that's painful
laceration,I accidentally cut my hand while working with tools it's bleeding profusely
laceration,My child scraped their knee playing outside and it looks red and swollen
laceration,I was fixing something and cut my finger on a sharp edge it's throbbing
laceration,I have a laceration on my wrist from a sharp object it's deep and painful
laceration,I slipped and cut my forehead on a sharp corner it's bleeding and tender
laceration,I was playing with broken glass and got a deep cut on my arm it's sensitive
laceration,I tripped on a rock and have a cut on my knee that's oozing pus
laceration,I accidentally sliced my finger while cooking it's swollen and tender
laceration,My child got a laceration on their hand from a fall it's hard for them to grip
laceration,I was gardening and cut my hand on a rusty tool it's red and warm
laceration,I have a deep cut on my palm from handling sharp objects it's painful and swollen
laceration,I slipped and cut my leg on a jagged edge it's stinging and oozing
laceration,"My cat scratched me, and now there's a deep cut on my leg that's throbbing"
laceration,I was hiking and got a laceration on my arm from a sharp rock it's bleeding
laceration,I have a deep cut on my finger from a broken glass it's tender and red
laceration,I fell off the stairs and got a cut on my knee that's painful
laceration,I accidentally cut my hand while working with tools it's bleeding profusely
laceration,My child scraped their knee playing outside and it looks red and swollen
lice_infestation,I noticed tiny bugs crawling in my hair
lice_infestation,"My scalp is so itchy, and i can't stop scratching"
lice_infestation,There are small white eggs attached to my hair strands
lice_infestation,My head feels heavy from all the lice
lice_infestation,The back of my neck is covered in bites
lice_infestation,I feel embarrassed because of the lice
lice_infestation,I have red bumps all over my scalp
lice_infestation,I saw lice droppings on my pillow
lice_infestation,The itching is keeping me up at night
lice_infestation,I feel like something is moving on my head
lice_infestation,My hair is greasier than usual
lice_infestation,I can't focus because of the discomfort
lice_infestation,My hair is tangled from all the scratching
lice_infestation,I'm afraid my family will get it too
lice_infestation,The lice are making me anxious
lice_infestation,I feel like there's something living in my hair
lice_infestation,I've been avoiding close contact with others
lice_infestation,I'm constantly checking my hair for lice
lice_infestation,It's hard to concentrate with this issue
lice_infestation,I'm worried about how to get rid of them
lice_infestation,My scalp is sore from all the scratching
lice_infestation,"I've tried home remedies, but nothing works"
lice_infestation,I feel selfconscious about the lice
lice_infestation,I don't want to pass it on to anyone
lice_infestation,The lice are making me feel dirty
lice_infestation,I'm losing sleep over this problem
lice_infestation,I feel like i can't get rid of them
lice_infestation,I've noticed small red spots on my scalp
lice_infestation,I'm frustrated with the constant itching
lice_infestation,My hair doesn't feel the same anymore
lice_infestation,I'm embarrassed to talk about it
lice_infestation,I have trouble styling my hair because of the lice
lice_infestation,The lice are affecting my selfesteem
lice_infestation,I'm worried about my children getting lice
lice_infestation,I feel like everyone is staring at my head
lice_infestation,I can't shake off the feeling of bugs in my hair
lice_infestation,My scalp is tender to the touch
lice_infestation,I'm tired of dealing with the lice
lice_infestation,I don't know how i got lice in the first place
lice_infestation,"I've tried different shampoos, but nothing helps"
lice_infestation,I feel like i'm constantly cleaning to get rid of them
lice_infestation,The lice are making me irritable
lice_infestation,I feel overwhelmed by this situation
lice_infestation,I can't enjoy social events because of the lice
lice_infestation,I'm worried about the lice spreading
lice_infestation,I feel like my scalp is on fire
lice_infestation,I feel like my head is crawling
lice_infestation,I'm losing hair because of the lice
lice_infestation,I'm scared of the lice infestation getting worse
lice_infestation,I feel like the lice are taking over my life
low_blood_pressure,I feel dizzy and lightheaded when i stand up
low_blood_pressure,Sometimes i get blurry vision and feel weak
low_blood_pressure,My heart races and i feel like i might faint
low_blood_pressure,I have trouble concentrating and feel fatigued
low_blood_pressure,My hands and feet are always cold and clammy
low_blood_pressure,I feel nauseous and have frequent headaches
low_blood_pressure,I feel faint and have to sit down often
low_blood_pressure,I feel shaky and my skin feels clammy
low_blood_pressure,I get dizzy when i change positions quickly
low_blood_pressure,I feel dizzy and faint when i skip meals
low_blood_pressure,Sometimes i feel like i might pass out
low_blood_pressure,I feel weak and my legs tremble
low_blood_pressure,I feel fatigued even after a good night's sleep
low_blood_pressure,My head feels heavy and i get dizzy spells
low_blood_pressure,I feel lightheaded when i bend over
low_blood_pressure,I feel weak and short of breath
low_blood_pressure,I feel faint and my vision darkens
low_blood_pressure,I feel dizzy and my heart races
low_blood_pressure,I feel weak and my hands shake
low_blood_pressure,I feel faint when i stand for too long
low_blood_pressure,I feel dizzy and disoriented
low_blood_pressure,My head feels fuzzy and i feel weak
low_blood_pressure,I feel faint and my ears ring
low_blood_pressure,I feel lightheaded and my chest feels tight
low_blood_pressure,I feel dizzy after exercise
low_blood_pressure,I feel weak and my muscles ache
low_blood_pressure,I feel faint and my skin feels clammy
low_blood_pressure,I feel dizzy and my hands tremble
low_blood_pressure,I feel lightheaded when i'm stressed
low_blood_pressure,I feel weak and my vision blurs
low_blood_pressure,I feel faint when i get up quickly
low_blood_pressure,I feel dizzy and my head spins
low_blood_pressure,I feel weak and my heart races
low_blood_pressure,I feel lightheaded after eating
low_blood_pressure,I feel faint and my legs feel heavy
low_blood_pressure,I feel dizzy when i'm dehydrated
low_blood_pressure,I feel weak and my skin feels cold
low_blood_pressure,I feel faint when i'm overheated
low_blood_pressure,I feel lightheaded when i'm anxious
low_blood_pressure,I feel dizzy when i'm tired
low_blood_pressure,I feel weak and my hands shake
low_blood_pressure,I feel faint when i'm in crowded places
low_blood_pressure,I feel lightheaded when i'm in hot weather
low_blood_pressure,I feel dizzy when i have a fever
low_blood_pressure,I feel weak and my heart pounds
low_blood_pressure,I feel faint when i'm standing still
low_blood_pressure,I feel lightheaded when i'm in a stuffy room
low_blood_pressure,I feel dizzy after standing for a while
low_blood_pressure,I feel weak and my legs feel like jelly
low_blood_pressure,I feel faint when i'm startled
malaria,"I've been experiencing severe itching, chills, vomiting, and a high fever. I'm also sweating a lot and have a headache. I feel nauseous and my muscles are really sore"
malaria,"I've had a high temperature, vomiting, chills, and intense itching. I also have a headache and am perspiring a lot. I'm queasy, and my muscles hurt a lot."
malaria,"I've had a high temperature, vomiting, chills, and intense itching. I also have a headache and am perspiring a lot. I'm queasy, and my muscles hurt a lot."
malaria,"Strong itchiness, chills, nausea, and a high temperature have been plaguing me. Besides having a headache, I'm also perspiring a lot. My muscles are quite sore, and I feel sick."
malaria,"Along with my intense scratching, chills, nausea, and high fever, I've also been feeling really unwell. Along with my headache and excessive sweating, My muscles hurt a lot, and I feel queasy."
malaria,"I've had a high fever, chills, and intense itching. In addition, I have a headache and am perspiring a lot. My muscles hurt a lot, and I feel sick."
malaria,"I've had intense itching all over my body, accompanied by chills and vomiting. My fever is really high and I've been sweating excessively. I also have a headache and feel nauseous. My muscles are really painful."
malaria,"I've been experiencing severe body itchiness, chills, and vomiting. I have a really high fever, and I've been perspiring a lot. I also feel queasy and have a headache. My muscles are in excruciating discomfort."
malaria,"Along with severe body itchiness, chills, and nausea, I've been experiencing. I've been severely perspiring and have a very high fever. I'm feeling queasy and also have a headache. Really hurting muscles are me."
malaria,"I've been experiencing severe body itchiness, chills, and vomiting. I have a really high fever, and I've been perspiring a lot. I also feel queasy and have a headache. My muscles are in excruciating discomfort."
malaria,"I've been experiencing severe body itchiness, along with chills and nausea. I've been perspiring a lot and have an extremely high fever. I feel sick to my stomach and have a headache. My muscles are hurting a lot."
malaria,"I'm suffering from intense itching, chills, vomiting, and a high fever. I've also been sweating a lot and have a headache. Nausea and muscle pain have also been bothering me."
malaria,"I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. Additionally hurting me have been nausea and muscle soreness."
malaria,"I have a high temperature, vomiting, chills, and severe itching. In addition, I've been perspiring a lot and have a headache. I've also been bothered by nausea and muscle ache."
malaria,"Strong itchiness, chills, nausea, and a high fever are all part of my current condition. Besides having a headache, I've been perspiring a lot. I've been bothered by nausea as well as muscle ache."
malaria,"I have a high fever, chills, and severe itching. In addition, I have a headache and have been perspiring a lot. I've also been bothered by nausea and muscular ache."
malaria,"I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. Additionally hurting me have been nausea and muscle soreness."
malaria,"I have a high temperature, vomiting, chills, and severe itching. In addition, I've been perspiring a lot and have a headache. I've also been bothered by nausea and muscle ache."
malaria,"I've been experiencing severe itching, chills, vomiting, and a high fever. I'm also sweating excessively and have a headache. Nausea and muscle pain have also been causing me discomfort."
malaria,"I've had a high temperature, vomiting, chills, and intense itching. I also have a headache and am perspiring a lot. My discomfort has also been brought on by nausea and muscle ache."
malaria,"Strong itchiness, chills, nausea, and a high temperature have been plaguing me. Along with having a headache, I'm also perspiring a lot. I've also been bothered by nausea and muscle ache."
malaria,"Along with my intense scratching, chills, nausea, and high fever, I've also been feeling really unwell. I have a headache and am also perspiring a lot. I've been uncomfortable from nausea and muscle ache, too."
malaria,"I've had a high fever, chills, and intense itching. In addition, I have a headache and am perspiring a lot. I've been suffering from nausea as well as muscle ache."
malaria,"I've had a high temperature, vomiting, chills, and intense itching. I also have a headache and am perspiring a lot. My discomfort has also been brought on by nausea and muscle ache."
malaria,"I've had intense itching, chills, vomiting, and a high fever. I'm also sweating a lot and have a headache. Nausea and muscle pain have been making me feel miserable."
malaria,"I've been experiencing a lot of scratching, chills, vomiting, and a fever. I also have a headache and am perspiring a lot. I've been terrible with nausea and soreness in my muscles."
malaria,"I've experienced severe itching, chills, nausea, and a high fever. Besides having a headache, I'm also perspiring a lot. I've been terrible with nausea and muscle ache."
malaria,"I have a high fever, chills, and severe itching. Along with my headache and excessive sweating, I've been terrible with nausea and muscle ache."
malaria,"I have a high fever, chills, and severe itching. In addition, I have a headache and am perspiring a lot. I've been feeling awful with nausea and muscle ache."
malaria,"I've been experiencing severe itching, chills, vomiting, and a high fever. I'm also sweating a lot and have a headache. Nausea and muscle pain have been causing me a lot of discomfort."
malaria,"I've had a high temperature, vomiting, chills, and intense itching. I also have a headache and am perspiring a lot. I've been really uncomfortable lately from nausea and muscle ache."
malaria,"Strong itchiness, chills, nausea, and a high temperature have been plaguing me. Besides having a headache, I'm also perspiring a lot. I've been suffering from severe muscle pain and nausea."
malaria,"Along with my intense scratching, chills, nausea, and high fever, I've also been feeling really unwell. Along with my headache and excessive sweating, I've been suffering from severe muscle pain and nausea."
malaria,"I've had a high fever, chills, and intense itching. In addition, I have a headache and am perspiring a lot. I've been in a lot of agony from muscle ache and nausea."
malaria,"I've had intense itching, chills, vomiting, and a high fever. I'm also sweating excessively and have a headache. Nausea and muscle pain have also been bothering me."
malaria,"I've been experiencing a lot of scratching, chills, vomiting, and a fever. I also have a headache and am perspiring a lot. Additionally hurting me have been nausea and muscle soreness."
malaria,"I've experienced severe itching, chills, nausea, and a high fever. Along with having a headache, I'm also perspiring a lot. I've also been bothered by nausea and muscle ache."
malaria,"I have a high fever, chills, and severe itching. I have a headache and am also perspiring a lot. I've been bothered by nausea as well as muscle ache."
malaria,"I've been experiencing severe itching, chills, vomiting, and a high fever. In addition, I have a headache and am perspiring a lot. I've also been bothered by nausea and muscular ache."
malaria,"I'm suffering from severe itching, chills, vomiting, and a high fever. I've also been sweating a lot and have a headache. Nausea and muscle pain have also been causing me discomfort."
malaria,"I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. My discomfort has also been brought on by nausea and muscle ache."
malaria,"I have a high fever, severe itching, chills, and vomiting. In addition, I've been perspiring a lot and have a headache. I've also been bothered by nausea and muscle ache."
malaria,"Strong itchiness, chills, nausea, and a high fever are all part of my current condition. Besides having a headache, I've been perspiring a lot. I've been uncomfortable from nausea and muscle ache, too."
malaria,"Strong itchiness, chills, nausea, and a high fever are all part of my current condition. In addition, I have a headache and have been perspiring a lot. I've been suffering from nausea as well as muscle ache."
malaria,"I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. My discomfort has also been brought on by nausea and muscle ache."
malaria,"I've been experiencing intense itching, chills, vomiting, and a high fever. I'm also sweating a lot and have a headache. Nausea and muscle pain have been making me feel miserable."
malaria,"Intense scratching, chills, nausea, and a high temperature have been plaguing me. I also have a headache and am perspiring a lot. I've been terrible with nausea and soreness in my muscles."
malaria,"Along with a high fever, I've had chills, vomiting, and severe itching. Besides having a headache, I'm also perspiring a lot. I've been terrible with nausea and muscle ache."
malaria,"Along with a high fever, I've had chills, vomiting, and severe itching. Along with my headache and excessive sweating, I've been feeling awful with nausea and muscle ache."
malaria,"I've had severe itching, chills, vomiting, and a high fever. I'm also sweating excessively and have a headache. Nausea and muscle pain have also been causing me a lot of discomfort."
measles,I have a high fever and a rash all over my body
measles,"My eyes are very sensitive to light, and i have a cough"
measles,I have small white spots inside my mouth and a runny nose
measles,"My throat is sore, and i feel very tired all the time"
measles,"I have a headache, and my body aches all over"
measles,I feel very weak and have lost my appetite
measles,"I have red, watery eyes and a skin rash"
measles,"My fever keeps spiking, and i have trouble breathing"
measles,I have a dry cough and feel nauseous
measles,"My skin is itchy, and i have muscle pain"
measles,I feel very irritable and have a runny nose
measles,I have a hoarse voice and a severe headache
measles,"My lymph nodes are swollen, and i keep sneezing"
measles,I have a high fever and feel dizzy
measles,I have a loss of appetite and a rash that is spreading
measles,I have a sore throat and feel very fatigued
measles,"My joints ache, and i have a persistent cough"
measles,I have red spots in my mouth and a runny nose
measles,I feel very cold one moment and hot the next
measles,"I have aching muscles and a dry, hacking cough"
measles,I have a rash that is itchy and red eyes
measles,I feel very nauseous and have a high fever
measles,"My skin feels very sensitive, and i have a headache"
measles,I have a cough that won't go away and a runny nose
measles,"I feel very tired, and my body is covered in a rash"
measles,I have a fever and feel like i have the flu
measles,"My throat is very sore, and i have a runny nose"
measles,I have a headache and a rash that is spreading rapidly
measles,I feel very weak and have a persistent cough
measles,I have a high fever and feel very achy
measles,"My eyes are watery, and i have a dry cough"
measles,I have small red spots on my skin and a sore throat
measles,I feel very dizzy and have a runny nose
measles,I have a rash that is bumpy and itchy all over
measles,I have a fever and feel very fatigued
measles,"My skin is sensitive to touch, and i have a headache"
measles,"I have a cough that is getting worse, and my eyes are red"
measles,I feel very nauseous and have a rash on my face
measles,I have a sore throat and aches in my joints
measles,I feel very cold and have a high fever
measles,"My skin is covered in a rash, and i have a headache"
measles,I have a persistent cough and feel very weak
measles,I have small white spots in my mouth and red eyes
measles,I feel very irritable and have a runny nose
measles,I have a hoarse voice and a fever that won't break
measles,"My lymph nodes are swollen, and i have a dry cough"
measles,I feel dizzy and have a rash on my chest
measles,I have a loss of appetite and feel very achy
measles,I have a sore throat and a rash that is spreading quickly
measles,I feel very tired and have a high fever that won't go down
meningitis,"I have this pounding headache that won't go away, and my neck is so stiff i can barely move it"
meningitis,"I feel really dizzy and nauseous, and my eyes are sensitive to light"
meningitis,"My whole body aches, and i have a high fever that just won't break"
meningitis,"I keep getting chills and sweating profusely, it's like my body can't regulate temperature"
meningitis,"I feel confused and disoriented, like my brain is in a fog"
meningitis,I have this rash that looks like tiny red spots all over my skin
meningitis,"My joints are hurting so much, it's difficult to even walk"
meningitis,"I'm feeling extremely fatigued and weak, like i can barely get out of bed"
meningitis,"My ears are ringing, and i can't hear properly"
meningitis,"I have this intense pressure in my head, it feels like it's going to explode"
meningitis,I'm having trouble concentrating and remembering things
meningitis,I have a sore throat and trouble swallowing
meningitis,"My stomach is upset, and i keep vomiting"
meningitis,"I feel like i'm going to faint, my vision keeps going blurry"
meningitis,"I'm having trouble breathing, it feels like someone is sitting on my chest"
meningitis,"My skin is so sensitive, even the lightest touch hurts"
meningitis,I keep getting muscle spasms and cramps all over my body
meningitis,I have this metallic taste in my mouth that won't go away
meningitis,I feel like i'm in a constant state of panic and anxiety
meningitis,"My speech is slurred, and i'm having trouble forming words"
meningitis,"I feel like i'm in a dreamlike state, everything seems unreal"
meningitis,I have this persistent cough that won't let up
meningitis,"My back is killing me, it's a sharp pain that won't go away"
meningitis,"I have this intense itching all over my body, but there's no rash"
meningitis,I feel like i'm floating or detached from my body
meningitis,I have this piercing pain behind my eyes
meningitis,My hands and feet are numb and tingly
meningitis,I feel like my head is throbbing with every heartbeat
meningitis,I'm experiencing mood swings and irritability
meningitis,"I have this strange taste in my mouth, like something metallic"
meningitis,"I'm having trouble sleeping, i keep waking up in a cold sweat"
meningitis,"My balance is off, and i keep stumbling"
meningitis,I feel like my muscles are twitching uncontrollably
meningitis,I have this constant ringing in my ears
meningitis,"My skin is so sensitive, even clothing feels painful"
meningitis,"I feel like i'm overheating, but my body is cold to the touch"
meningitis,I have this crushing pain in my chest that won't go away
meningitis,I'm experiencing numbness and tingling in my face
meningitis,"I feel like i'm moving in slow motion, my body feels heavy"
meningitis,I keep getting these shooting pains down my spine
meningitis,My hands are shaking uncontrollably
meningitis,"I feel like i'm in a fog, my thoughts are all jumbled"
meningitis,I have this persistent cough with mucus
meningitis,"I feel like i'm living in a nightmare, everything is scary"
meningitis,"My muscles are so tense, it's like they're locked in place"
meningitis,I have this intense pressure in my ears
meningitis,"I feel like i'm going to pass out, my vision is tunneling"
meningitis,I have this metallic taste in my mouth that won't go away
meningitis,I'm getting these shooting pains in my limbs
meningitis,"I feel like my body is on fire, but i'm shivering with cold"
migraine,"I have been experiencing acidity and indigestion after meals, as well as frequent headaches and blurred vision."
migraine,"I've been getting frequent headaches and hazy vision, as well as acid reflux and indigestion after meals."
migraine,"I have been having trouble with my vision, seeing things as distorted and experiencing visual disturbances."
migraine,"I've been suffering visual disruptions, seeing things as distorted, and eyesight problems."
migraine,"I've been facing visual disruptions, seeing things as distorted, and eyesight difficulties."
migraine,"I have been feeling excessively hungry, even after eating, and have had a stiff neck."
migraine,"I've been facing visual disruptions, seeing things as distorted, and eyesight difficulties."
migraine,"I've been grumpy and gloomy lately, and I've also noticed a change in my vision."
migraine,"I have been feeling depressed and irritable, and have noticed a change in my vision."
migraine,"I've been irritated and depressed lately, and I've also noticed a change in my vision."
migraine,"Along with recurrent headaches and blurred vision, I suffer acid reflux and trouble digesting my food."
migraine,"I have been experiencing acid reflux and difficulty digesting my food, along with regular headaches and impaired vision"
migraine,"I have been feeling hungry all the time and have had a sore neck, as well as problems with my vision."
migraine,"In addition to having a stiff neck and eye issues, I have been always hungry."
migraine,"I have been experiencing acidity, indigestion, headaches, and blurred and distorted vision, as well as excessive hunger, a stiff neck, depression, irritability, and visual disturbance."
migraine,"Along with excessive appetite, a stiff neck, depression, impatience, and visual disturbance, I've also been having indigestion, headaches, blurred vision, and acid reflux."
migraine,"Along with excessive appetite, a stiff neck, depression, impatience, and visual disturbance, I've also been suffering indigestion, headaches, blurred vision, and stomach problems."
migraine,"I have been suffering from acid reflux, indigestion, frequent headaches, and impaired vision, as well as excessive hunger, a sore neck, depression, irritability, and visual disturbance."
migraine,"Along with increased hunger, a sore neck, melancholy, impatience, and visual distortion, I've also been experiencing acid reflux, indigestion, frequent headaches, and blurred eyesight."
migraine,"Together with increased hunger, a sore neck, anxiety, irritation, and visual distortion, I've also been experiencing acid reflux, indigestion, frequent headaches, and impaired eyesight."
migraine,"I have been experiencing digestive issues, including acidity and indigestion, as well as regular headaches and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance."
migraine,"In addition to recurrent headaches and blurred vision, increased appetite, a stiff neck, sadness, irritability, and visual disturbance, I have been having stomach problems, including indigestion and acidity."
migraine,"In add to frequent headaches and blurred vision, increased appetite, a stiff neck, anxiety, irritability, and visual disturbance, I have been having stomach problems, including indigestion and acidity."
migraine,"I have been struggling with acid reflux, indigestion, and headaches, as well as blurred and distorted vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance."
migraine,"Along with headaches, indigestion, acid reflux, excessive appetite, a sore neck, sadness, impatience, and visual disturbance, I have also been experiencing blurred and distorted vision."
migraine,"Along with headaches, indigestion, acid reflux, excessive appetite, a sore neck, sadness, impatience, and visual disturbance, I have also been feeling blurred and distorted vision."
migraine,"I have been experiencing digestive issues, including acidity and indigestion, as well as frequent headaches and impaired vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance"
migraine,"Acidity and indigestion are among the digestive problems I've been having, along with regular headaches, blurred vision, increased hunger, stiff neck, sadness, impatience, and visual disruption."
migraine,"I have been suffering from acid reflux, indigestion, and regular headaches, as well as distorted vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance."
migraine,"Along with distorted eyesight, excessive appetite, a painful neck, melancholy, irritability, and regular headaches, I have also been experiencing acid reflux, indigestion, and regular headaches."
migraine,"Along with distorted eyesight, excessive appetite, a painful neck, anxiety, irritability, and regular headaches, I have also been battling acid reflux, indigestion, and regular headaches."
migraine,"I have been experiencing acidity, indigestion, and frequent headaches, as well as blurred and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance."
migraine,"Stomach acid, indigestion, frequent headaches, hazy and distorted vision, increased appetite, stiff neck, depression, irritation, and visual distortion have all been bothering me."
migraine,"I have been struggling with digestive issues, including acid reflux and indigestion, as well as regular headaches and impaired vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance"
migraine,"I have been experiencing frequent headaches, blurred vision, excessive appetite, a sore neck, sadness, irritability, and digestive problems including indigestion and acid reflux."
migraine,"I have been enduring frequent headaches, blurred vision, excessive appetite, a sore neck, anxiety, irritability, and digestive difficulties including indigestion and acid reflux."
migraine,"I have been experiencing acidity, indigestion, and headaches, as well as blurred and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance"
migraine,"Along with excessive appetite, a stiff neck, headaches, indigestion, and acid reflux, I've also been experiencing sadness, impatience, and visual distortion."
migraine,"Along with excessive appetite, a stiff neck, headaches, indigestion, and acid reflux, I've also been experiencing sadness, impatience, and visual distortion."
migraine,"I have been suffering from acid reflux, indigestion, and frequent headaches, as well as distorted vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance."
migraine,"Along with impaired eyesight, increased appetite, a sore neck, melancholy, impatience, and regular headaches, I've also been experiencing heartburn, acid reflux, and indigestion."
migraine,"Along with impaired seeing, excessive eating, a sore neck, melancholy, impatience, and constant headaches, I've also been fighting heartburn, acid reflux, and indigestion."
migraine,"I have been experiencing acidity, indigestion, headaches, and blurred and distorted vision, as well as excessive hunger, a stiff neck, depression, irritability, and visual disturbance. These symptoms have been affecting my daily life and causing me discomfort."
migraine,"Along with excessive appetite, a stiff neck, depression, impatience, and visual disturbance, I've also been having indigestion, headaches, blurred vision, and acid reflux. These symptoms have been bothering me and interfering with my usual activities."
migraine,"As well as with excessive appetite, a tense neck, depression, irritability, and visual disturbance, I've also been having indigestion, headaches, blurred vision, and acid reflux. These symptoms have been disturbing me and interfering with my usual activities."
migraine,"I have been suffering from acid reflux, indigestion, and regular headaches, as well as impaired vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance. These symptoms have been causing me a lot of distress and making it difficult to go about my daily activities."
